"X","variable","value"
1,"X1",567
2,"X1",83
3,"X1",21
4,"X1",9
5,"X1",4
6,"X1",5
7,"X1",4
8,"X1",1
9,"X1",2
10,"X1",2
11,"X1",0
12,"X1",0
13,"X1",0
14,"X1",0
15,"X1",2
16,"X1",0
17,"X1",0
18,"X1",0
19,"X1",0
20,"X1",1
21,"X1",0
22,"X1",0
23,"X1",0
1,"X2",577
2,"X2",79
3,"X2",20
4,"X2",9
5,"X2",8
6,"X2",2
7,"X2",3
8,"X2",2
9,"X2",0
10,"X2",2
11,"X2",0
12,"X2",0
13,"X2",0
14,"X2",2
15,"X2",0
16,"X2",0
17,"X2",1
18,"X2",0
19,"X2",0
20,"X2",0
21,"X2",1
22,"X2",0
23,"X2",0
1,"X3",562
2,"X3",74
3,"X3",23
4,"X3",10
5,"X3",6
6,"X3",4
7,"X3",1
8,"X3",3
9,"X3",1
10,"X3",1
11,"X3",2
12,"X3",0
13,"X3",0
14,"X3",1
15,"X3",2
16,"X3",0
17,"X3",1
18,"X3",0
19,"X3",0
20,"X3",0
21,"X3",0
22,"X3",0
23,"X3",0
1,"X4",572
2,"X4",83
3,"X4",20
4,"X4",5
5,"X4",10
6,"X4",5
7,"X4",2
8,"X4",1
9,"X4",2
10,"X4",1
11,"X4",1
12,"X4",0
13,"X4",0
14,"X4",2
15,"X4",0
16,"X4",0
17,"X4",0
18,"X4",0
19,"X4",1
20,"X4",0
21,"X4",0
22,"X4",0
23,"X4",0
1,"X5",567
2,"X5",90
3,"X5",19
4,"X5",9
5,"X5",5
6,"X5",3
7,"X5",2
8,"X5",5
9,"X5",1
10,"X5",0
11,"X5",1
12,"X5",0
13,"X5",1
14,"X5",0
15,"X5",0
16,"X5",1
17,"X5",0
18,"X5",0
19,"X5",0
20,"X5",1
21,"X5",0
22,"X5",0
23,"X5",0
1,"X6",561
2,"X6",78
3,"X6",19
4,"X6",10
5,"X6",8
6,"X6",5
7,"X6",1
8,"X6",3
9,"X6",0
10,"X6",3
11,"X6",1
12,"X6",0
13,"X6",1
14,"X6",0
15,"X6",0
16,"X6",0
17,"X6",0
18,"X6",1
19,"X6",1
20,"X6",0
21,"X6",0
22,"X6",0
23,"X6",0
1,"X7",555
2,"X7",74
3,"X7",20
4,"X7",17
5,"X7",4
6,"X7",5
7,"X7",4
8,"X7",2
9,"X7",0
10,"X7",2
11,"X7",1
12,"X7",0
13,"X7",0
14,"X7",0
15,"X7",1
16,"X7",0
17,"X7",1
18,"X7",1
19,"X7",0
20,"X7",0
21,"X7",0
22,"X7",0
23,"X7",0
1,"X8",559
2,"X8",83
3,"X8",31
4,"X8",6
5,"X8",3
6,"X8",4
7,"X8",3
8,"X8",1
9,"X8",2
10,"X8",1
11,"X8",0
12,"X8",0
13,"X8",1
14,"X8",0
15,"X8",0
16,"X8",0
17,"X8",0
18,"X8",2
19,"X8",1
20,"X8",0
21,"X8",0
22,"X8",0
23,"X8",0
1,"X9",558
2,"X9",82
3,"X9",25
4,"X9",7
5,"X9",6
6,"X9",9
7,"X9",2
8,"X9",0
9,"X9",0
10,"X9",1
11,"X9",2
12,"X9",0
13,"X9",0
14,"X9",1
15,"X9",0
16,"X9",0
17,"X9",1
18,"X9",0
19,"X9",0
20,"X9",1
21,"X9",0
22,"X9",0
23,"X9",0
1,"X10",564
2,"X10",80
3,"X10",23
4,"X10",8
5,"X10",7
6,"X10",4
7,"X10",2
8,"X10",3
9,"X10",2
10,"X10",0
11,"X10",0
12,"X10",0
13,"X10",1
14,"X10",0
15,"X10",0
16,"X10",0
17,"X10",2
18,"X10",0
19,"X10",1
20,"X10",0
21,"X10",0
22,"X10",0
23,"X10",0
1,"X11",568
2,"X11",75
3,"X11",18
4,"X11",14
5,"X11",9
6,"X11",1
7,"X11",3
8,"X11",1
9,"X11",2
10,"X11",2
11,"X11",1
12,"X11",0
13,"X11",0
14,"X11",1
15,"X11",0
16,"X11",1
17,"X11",0
18,"X11",0
19,"X11",1
20,"X11",0
21,"X11",0
22,"X11",0
23,"X11",0
1,"X12",553
2,"X12",88
3,"X12",17
4,"X12",13
5,"X12",7
6,"X12",2
7,"X12",4
8,"X12",0
9,"X12",3
10,"X12",2
11,"X12",0
12,"X12",0
13,"X12",0
14,"X12",0
15,"X12",0
16,"X12",1
17,"X12",1
18,"X12",0
19,"X12",1
20,"X12",0
21,"X12",0
22,"X12",0
23,"X12",0
1,"X13",562
2,"X13",75
3,"X13",24
4,"X13",10
5,"X13",5
6,"X13",5
7,"X13",3
8,"X13",1
9,"X13",3
10,"X13",1
11,"X13",1
12,"X13",0
13,"X13",0
14,"X13",0
15,"X13",0
16,"X13",1
17,"X13",2
18,"X13",0
19,"X13",0
20,"X13",0
21,"X13",0
22,"X13",0
23,"X13",0
1,"X14",576
2,"X14",83
3,"X14",20
4,"X14",7
5,"X14",3
6,"X14",3
7,"X14",4
8,"X14",2
9,"X14",2
10,"X14",2
11,"X14",1
12,"X14",0
13,"X14",0
14,"X14",0
15,"X14",1
16,"X14",0
17,"X14",1
18,"X14",1
19,"X14",0
20,"X14",0
21,"X14",0
22,"X14",0
23,"X14",0
1,"X15",566
2,"X15",79
3,"X15",21
4,"X15",6
5,"X15",6
6,"X15",5
7,"X15",3
8,"X15",2
9,"X15",3
10,"X15",1
11,"X15",0
12,"X15",1
13,"X15",0
14,"X15",2
15,"X15",0
16,"X15",0
17,"X15",0
18,"X15",0
19,"X15",0
20,"X15",0
21,"X15",1
22,"X15",0
23,"X15",0
1,"X16",568
2,"X16",88
3,"X16",19
4,"X16",9
5,"X16",5
6,"X16",3
7,"X16",5
8,"X16",1
9,"X16",1
10,"X16",1
11,"X16",1
12,"X16",0
13,"X16",0
14,"X16",1
15,"X16",0
16,"X16",0
17,"X16",0
18,"X16",0
19,"X16",1
20,"X16",1
