"X","variable","value"
1,"1",158
2,"1",9
3,"1",3
4,"1",0
5,"1",2
6,"1",1
7,"1",0
8,"1",0
9,"1",0
10,"1",0
11,"1",0
12,"1",0
13,"1",0
14,"1",0
15,"1",0
16,"1",0
17,"1",0
18,"1",0
19,"1",0
20,"1",0
21,"1",0
22,"1",0
23,"1",0
1,"2",168
2,"2",13
3,"2",1
4,"2",1
5,"2",0
6,"2",0
7,"2",0
8,"2",0
9,"2",0
10,"2",0
11,"2",0
12,"2",0
13,"2",0
14,"2",0
15,"2",0
16,"2",0
17,"2",0
18,"2",0
19,"2",0
20,"2",0
21,"2",0
22,"2",0
23,"2",0
1,"3",154
2,"3",17
3,"3",3
4,"3",1
5,"3",0
6,"3",0
7,"3",0
8,"3",0
9,"3",0
10,"3",0
11,"3",0
12,"3",0
13,"3",0
14,"3",0
15,"3",0
16,"3",0
17,"3",0
18,"3",0
19,"3",0
20,"3",0
21,"3",0
22,"3",0
23,"3",0
1,"4",164
2,"4",12
3,"4",3
4,"4",1
5,"4",0
6,"4",0
7,"4",0
8,"4",0
9,"4",0
10,"4",0
11,"4",0
12,"4",0
13,"4",0
14,"4",0
15,"4",0
16,"4",0
17,"4",0
18,"4",0
19,"4",0
20,"4",0
21,"4",0
22,"4",0
23,"4",0
1,"5",161
2,"5",15
3,"5",1
4,"5",0
5,"5",0
6,"5",0
7,"5",1
8,"5",0
9,"5",0
10,"5",0
11,"5",0
12,"5",0
13,"5",0
14,"5",0
15,"5",0
16,"5",0
17,"5",0
18,"5",0
19,"5",0
20,"5",0
21,"5",0
22,"5",0
23,"5",0
1,"6",172
2,"6",7
3,"6",1
4,"6",3
5,"6",0
6,"6",0
7,"6",0
8,"6",0
9,"6",0
10,"6",0
11,"6",0
12,"6",0
13,"6",0
14,"6",0
15,"6",0
16,"6",0
17,"6",0
18,"6",0
19,"6",0
20,"6",0
21,"6",0
22,"6",0
23,"6",0
1,"7",179
2,"7",5
3,"7",4
4,"7",0
5,"7",0
6,"7",0
7,"7",0
8,"7",0
9,"7",0
10,"7",0
11,"7",0
12,"7",0
13,"7",0
14,"7",0
15,"7",0
16,"7",0
17,"7",0
18,"7",0
19,"7",0
20,"7",0
21,"7",0
22,"7",0
23,"7",0
1,"8",153
2,"8",15
3,"8",3
4,"8",1
5,"8",1
6,"8",0
7,"8",0
8,"8",0
9,"8",0
10,"8",0
11,"8",0
12,"8",0
13,"8",0
14,"8",0
15,"8",0
16,"8",0
17,"8",0
18,"8",0
19,"8",0
20,"8",0
21,"8",0
22,"8",0
23,"8",0
1,"9",163
2,"9",11
3,"9",2
4,"9",1
5,"9",0
6,"9",1
7,"9",0
8,"9",0
9,"9",0
10,"9",0
11,"9",0
12,"9",0
13,"9",0
14,"9",0
15,"9",0
16,"9",0
17,"9",0
18,"9",0
19,"9",0
20,"9",0
21,"9",0
22,"9",0
23,"9",0
1,"10",152
2,"10",14
3,"10",5
4,"10",0
5,"10",0
6,"10",1
7,"10",0
8,"10",0
9,"10",0
10,"10",0
11,"10",0
12,"10",0
13,"10",0
14,"10",0
15,"10",0
16,"10",0
17,"10",0
18,"10",0
19,"10",0
20,"10",0
21,"10",0
22,"10",0
23,"10",0
1,"11",155
2,"11",9
3,"11",3
4,"11",0
5,"11",1
6,"11",1
7,"11",0
8,"11",1
9,"11",0
10,"11",0
11,"11",0
12,"11",0
13,"11",0
14,"11",0
15,"11",0
16,"11",0
17,"11",0
18,"11",0
19,"11",0
20,"11",0
21,"11",0
22,"11",0
23,"11",0
1,"12",160
2,"12",13
3,"12",1
4,"12",0
5,"12",1
6,"12",0
7,"12",1
8,"12",0
9,"12",0
10,"12",0
11,"12",0
12,"12",0
13,"12",0
14,"12",0
15,"12",0
16,"12",0
17,"12",0
18,"12",0
19,"12",0
20,"12",0
21,"12",0
22,"12",0
23,"12",0
1,"13",157
2,"13",12
3,"13",2
4,"13",0
5,"13",0
6,"13",0
7,"13",2
8,"13",0
9,"13",0
10,"13",0
11,"13",0
12,"13",0
13,"13",0
14,"13",0
15,"13",0
16,"13",0
17,"13",0
18,"13",0
19,"13",0
20,"13",0
21,"13",0
22,"13",0
23,"13",0
1,"14",159
2,"14",11
3,"14",2
4,"14",2
5,"14",0
6,"14",1
7,"14",0
8,"14",0
9,"14",0
10,"14",0
11,"14",0
12,"14",0
13,"14",0
14,"14",0
15,"14",0
16,"14",0
17,"14",0
18,"14",0
19,"14",0
20,"14",0
21,"14",0
22,"14",0
23,"14",0
1,"15",156
2,"15",10
3,"15",5
4,"15",0
5,"15",2
6,"15",0
7,"15",0
8,"15",0
9,"15",0
10,"15",0
11,"15",0
12,"15",0
13,"15",0
14,"15",0
15,"15",0
16,"15",0
17,"15",0
18,"15",0
19,"15",0
20,"15",0
21,"15",0
22,"15",0
23,"15",0
1,"16",158
2,"16",10
3,"16",1
4,"16",5
5,"16",0
6,"16",0
7,"16",0
8,"16",0
9,"16",0
10,"16",0
11,"16",0
12,"16",0
13,"16",0
14,"16",0
15,"16",0
16,"16",0
17,"16",0
18,"16",0
19,"16",0
20,"16",0
21,"16",0
22,"16",0
23,"16",0
1,"17",159
2,"17",13
3,"17",1
4,"17",1
5,"17",0
6,"17",0
7,"17",0
8,"17",0
9,"17",1
10,"17",0
11,"17",0
12,"17",0
13,"17",0
14,"17",0
15,"17",0
16,"17",0
17,"17",0
18,"17",0
19,"17",0
20,"17",0
21,"17",0
22,"17",0
23,"17",0
1,"18",152
2,"18",11
3,"18",6
4,"18",1
5,"18",1
6,"18",0
7,"18",0
8,"18",0
9,"18",0
10,"18",0
11,"18",0
12,"18",0
13,"18",0
14,"18",0
15,"18",0
16,"18",0
17,"18",0
18,"18",0
19,"18",0
20,"18",0
21,"18",0
22,"18",0
23,"18",0
1,"19",154
2,"19",12
3,"19",1
4,"19",2
5,"19",0
6,"19",2
7,"19",0
8,"19",0
9,"19",0
10,"19",0
11,"19",0
12,"19",0
13,"19",0
14,"19",0
15,"19",0
16,"19",0
17,"19",0
18,"19",0
19,"19",0
20,"19",0
21,"19",0
22,"19",0
23,"19",0
1,"20",160
2,"20",13
3,"20",3
4,"20",0
5,"20",0
6,"20",1
7,"20",0
8,"20",0
9,"20",0
10,"20",0
11,"20",0
12,"20",0
13,"20",0
14,"20",0
15,"20",0
16,"20",0
17,"20",0
18,"20",0
19,"20",0
20,"20",0
21,"20",0
22,"20",0
23,"20",0
1,"21",160
2,"21",10
3,"21",4
4,"21",1
5,"21",1
6,"21",0
7,"21",0
8,"21",0
9,"21",0
10,"21",0
11,"21",0
12,"21",0
13,"21",0
14,"21",0
15,"21",0
16,"21",0
17,"21",0
18,"21",0
19,"21",0
20,"21",0
21,"21",0
22,"21",0
23,"21",0
1,"22",154
2,"22",13
3,"22",3
4,"22",3
5,"22",0
6,"22",0
7,"22",0
8,"22",0
9,"22",0
10,"22",0
11,"22",0
12,"22",0
13,"22",0
14,"22",0
15,"22",0
16,"22",0
17,"22",0
18,"22",0
19,"22",0
20,"22",0
21,"22",0
22,"22",0
23,"22",0
1,"23",167
2,"23",9
3,"23",3
4,"23",0
5,"23",0
6,"23",0
7,"23",1
8,"23",0
9,"23",0
10,"23",0
11,"23",0
12,"23",0
13,"23",0
14,"23",0
15,"23",0
16,"23",0
17,"23",0
18,"23",0
19,"23",0
20,"23",0
21,"23",0
22,"23",0
23,"23",0
1,"24",155
2,"24",15
3,"24",2
4,"24",1
5,"24",0
6,"24",1
7,"24",0
8,"24",0
9,"24",0
10,"24",0
11,"24",0
12,"24",0
13,"24",0
14,"24",0
15,"24",0
16,"24",0
17,"24",0
18,"24",0
19,"24",0
20,"24",0
21,"24",0
22,"24",0
23,"24",0
1,"25",169
2,"25",7
3,"25",3
4,"25",1
5,"25",1
6,"25",0
7,"25",0
8,"25",0
9,"25",0
10,"25",0
11,"25",0
12,"25",0
13,"25",0
14,"25",0
15,"25",0
16,"25",0
17,"25",0
18,"25",0
19,"25",0
20,"25",0
21,"25",0
22,"25",0
23,"25",0
1,"26",165
2,"26",13
3,"26",2
4,"26",1
5,"26",0
6,"26",0
7,"26",0
8,"26",0
9,"26",0
10,"26",0
11,"26",0
12,"26",0
13,"26",0
14,"26",0
15,"26",0
16,"26",0
17,"26",0
18,"26",0
19,"26",0
20,"26",0
21,"26",0
22,"26",0
23,"26",0
1,"27",161
2,"27",14
3,"27",1
4,"27",0
5,"27",0
6,"27",0
7,"27",0
8,"27",0
9,"27",1
10,"27",0
11,"27",0
12,"27",0
13,"27",0
14,"27",0
15,"27",0
16,"27",0
17,"27",0
18,"27",0
19,"27",0
20,"27",0
21,"27",0
22,"27",0
23,"27",0
1,"28",155
2,"28",14
3,"28",1
4,"28",0
5,"28",3
6,"28",0
7,"28",0
8,"28",0
9,"28",0
10,"28",0
11,"28",0
12,"28",0
13,"28",0
14,"28",0
15,"28",0
16,"28",0
17,"28",0
18,"28",0
19,"28",0
20,"28",0
21,"28",0
22,"28",0
23,"28",0
1,"29",149
2,"29",16
3,"29",4
4,"29",2
5,"29",0
6,"29",0
7,"29",0
8,"29",0
9,"29",0
10,"29",0
11,"29",0
12,"29",0
13,"29",0
14,"29",0
15,"29",0
16,"29",0
17,"29",0
18,"29",0
19,"29",0
20,"29",0
21,"29",0
22,"29",0
23,"29",0
1,"30",166
2,"30",14
3,"30",1
4,"30",1
5,"30",0
6,"30",0
7,"30",0
8,"30",0
9,"30",0
10,"30",0
11,"30",0
12,"30",0
13,"30",0
14,"30",0
15,"30",0
16,"30",0
17,"30",0
18,"30",0
19,"30",0
20,"30",0
21,"30",0
22,"30",0
23,"30",0
1,"31",171
2,"31",11
3,"31",0
4,"31",2
5,"31",0
6,"31",0
7,"31",0
8,"31",0
9,"31",0
10,"31",0
11,"31",0
12,"31",0
13,"31",0
14,"31",0
15,"31",0
16,"31",0
17,"31",0
18,"31",0
19,"31",0
20,"31",0
21,"31",0
22,"31",0
23,"31",0
1,"32",153
2,"32",10
3,"32",5
4,"32",0
5,"32",0
6,"32",1
7,"32",1
8,"32",0
9,"32",0
10,"32",0
11,"32",0
12,"32",0
13,"32",0
14,"32",0
15,"32",0
16,"32",0
17,"32",0
18,"32",0
19,"32",0
20,"32",0
21,"32",0
22,"32",0
23,"32",0
1,"33",156
2,"33",8
3,"33",4
4,"33",2
5,"33",0
6,"33",0
7,"33",0
8,"33",0
9,"33",1
10,"33",0
11,"33",0
12,"33",0
13,"33",0
14,"33",0
15,"33",0
16,"33",0
17,"33",0
18,"33",0
19,"33",0
20,"33",0
21,"33",0
22,"33",0
23,"33",0
1,"34",155
2,"34",12
3,"34",5
4,"34",0
5,"34",0
6,"34",0
7,"34",1
8,"34",0
9,"34",0
10,"34",0
11,"34",0
12,"34",0
13,"34",0
14,"34",0
15,"34",0
16,"34",0
17,"34",0
18,"34",0
19,"34",0
20,"34",0
21,"34",0
22,"34",0
23,"34",0
1,"35",170
2,"35",9
3,"35",3
4,"35",1
5,"35",0
6,"35",0
7,"35",0
8,"35",0
9,"35",0
10,"35",0
11,"35",0
12,"35",0
13,"35",0
14,"35",0
15,"35",0
16,"35",0
17,"35",0
18,"35",0
19,"35",0
20,"35",0
21,"35",0
22,"35",0
23,"35",0
1,"36",156
2,"36",12
3,"36",3
4,"36",0
5,"36",0
6,"36",2
7,"36",0
8,"36",0
9,"36",0
10,"36",0
11,"36",0
12,"36",0
13,"36",0
14,"36",0
15,"36",0
16,"36",0
17,"36",0
18,"36",0
19,"36",0
20,"36",0
21,"36",0
22,"36",0
23,"36",0
1,"37",162
2,"37",12
3,"37",0
4,"37",2
5,"37",0
6,"37",0
7,"37",1
8,"37",0
9,"37",0
10,"37",0
11,"37",0
12,"37",0
13,"37",0
14,"37",0
15,"37",0
16,"37",0
17,"37",0
18,"37",0
19,"37",0
20,"37",0
21,"37",0
22,"37",0
23,"37",0
1,"38",160
2,"38",10
3,"38",3
4,"38",0
5,"38",0
6,"38",2
7,"38",0
8,"38",0
9,"38",0
10,"38",0
11,"38",0
12,"38",0
13,"38",0
14,"38",0
15,"38",0
16,"38",0
17,"38",0
18,"38",0
19,"38",0
20,"38",0
21,"38",0
22,"38",0
23,"38",0
1,"39",159
2,"39",12
3,"39",6
4,"39",0
5,"39",0
6,"39",0
7,"39",0
8,"39",0
9,"39",0
10,"39",0
11,"39",0
12,"39",0
13,"39",0
14,"39",0
15,"39",0
16,"39",0
17,"39",0
18,"39",0
19,"39",0
20,"39",0
21,"39",0
22,"39",0
23,"39",0
1,"40",150
2,"40",16
3,"40",3
4,"40",1
5,"40",0
6,"40",1
7,"40",0
8,"40",0
9,"40",0
10,"40",0
11,"40",0
12,"40",0
13,"40",0
14,"40",0
15,"40",0
16,"40",0
17,"40",0
18,"40",0
19,"40",0
20,"40",0
21,"40",0
22,"40",0
23,"40",0
1,"41",166
2,"41",9
3,"41",3
4,"41",2
5,"41",0
6,"41",0
7,"41",0
8,"41",0
9,"41",0
10,"41",0
11,"41",0
12,"41",0
13,"41",0
14,"41",0
15,"41",0
16,"41",0
17,"41",0
18,"41",0
19,"41",0
20,"41",0
21,"41",0
22,"41",0
23,"41",0
1,"42",164
2,"42",6
3,"42",3
4,"42",1
5,"42",1
6,"42",0
7,"42",1
8,"42",0
9,"42",0
10,"42",0
11,"42",0
12,"42",0
13,"42",0
14,"42",0
15,"42",0
16,"42",0
17,"42",0
18,"42",0
19,"42",0
20,"42",0
21,"42",0
22,"42",0
23,"42",0
1,"43",165
2,"43",10
3,"43",3
4,"43",0
5,"43",0
6,"43",0
7,"43",1
8,"43",0
9,"43",0
10,"43",0
11,"43",0
12,"43",0
13,"43",0
14,"43",0
15,"43",0
16,"43",0
17,"43",0
18,"43",0
19,"43",0
20,"43",0
21,"43",0
22,"43",0
23,"43",0
1,"44",170
2,"44",10
3,"44",1
4,"44",2
5,"44",0
6,"44",0
7,"44",0
8,"44",0
9,"44",0
